code,conm
A106190,하이텍팜
A003960,사조대림
A004150,한솔홀딩스
A066310,큐에스아이
A211270,AP위성
A148250,알엔투테크놀로지
A138360,에이씨티
A012200,계양전기
A004270,남성
A137950,제이씨케미칼
A100250,진양홀딩스
A042420,네오위즈홀딩스
A190510,나무가
A238490,힘스
A002460,화성산업
A093240,형지엘리트
A010690,화신
A226360,이엑스티
A052330,코텍
A006380,카프로
A004840,DRB동일
A119650,KC코트렐
A014940,오리엔탈정공
A057680,티사이언티픽
A306620,네온테크
A170030,현대공업
A073560,우리손에프앤지
A130580,나이스디앤비
A253590,네오셈
A100590,머큐리
A091590,남화토건
A140070,서플러스글로벌
A012280,영화금속
A017900,광전자
A080000,에스엔유
A171120,라이온켐텍
A128820,대성산업
A013570,디와이
A004720,우리들제약
A094360,칩스앤미디어
A009320,대우부품
A036120,SCI평가정보
A185490,아이진
A034940,조아제약
A008040,사조동아원
A003830,대한화섬
A096240,청담러닝
A277880,티에스아이
A089890,코세스
A041910,에스텍파마
A060590,씨티씨바이오
A000860,강남제비스코
A000320,노루홀딩스
A241710,코스메카코리아
A001840,이화공영
A322510,제이엘케이
A079810,디이엔티
A317120,라닉스
A002070,비비안
A299910,베스파
A163560,동일고무벨트
A054620,APS홀딩스
A179290,엠아이텍
A000700,유수홀딩스
A065950,웰크론
A290380,대유
A263770,유에스티
A217820,엔에스
A013700,까뮤이앤씨
A007540,샘표
A053950,경남제약
A089140,넥스턴
A002700,신일전자
A269620,시스웍
A046140,SBS콘텐츠허브
A051360,토비스
A024090,디씨엠
A015590,큐로
A006220,제주은행
A117580,대성에너지
A210540,디와이파워
A120030,조선선재
A011390,부산산업
A263700,케어랩스
A265560,영화테크
A122310,제노레이
A012800,대창
A052220,iMBC
A063170,서울옥션
A037230,한국팩키지
A041460,한국전자인증
A014970,삼륭물산
A012340,뉴인텍
A004060,SG세계물산
A001260,남광토건
A065650,메디프론
A008970,동양철관
A131030,디에이치피코리아
A006110,삼아알미늄
A053980,오상자이엘
A035150,백산
A027740,마니커
A111870,삼본전자
A013310,아진산업
A090710,휴림로봇
A002450,삼익악기
A038460,바이오스마트
A000520,삼일제약
A054800,아이디스홀딩스
A037950,엘컴텍
A053700,삼보모터스
A056080,유진로봇
A086960,한컴MDS
A134380,미원화학
A096630,에스코넥
A053450,세코닉스
A002760,보락
A352940,인바이오
A224110,에이텍티앤
A073640,테라사이언스
A105740,디케이락
A048430,유라테크
A263600,덕우전자
A094860,코닉글로리
A282690,동아타이어
A068940,아이씨케이
A039340,한국경제TV
A066620,국보디자인
A039290,인포뱅크
A024810,이화전기
A005740,크라운해태홀딩스
A072870,메가스터디
A004250,NPC
A002800,신신제약
A060560,홈센타홀딩스
A065170,넥스트BT
A002410,범양건영
A009460,한창제지
A009270,신원
A141000,비아트론
A186230,그린플러스
A002880,대유에이텍
A067830,세이브존I&C
A260660,알리코제약
A118000,우리들휴브레인
A096040,이트론
A246710,티앤알바이오팹
A127120,디엔에이링크
A103590,일진전기
A003480,한진중공업홀딩스
A007720,대명소노시즌
A044060,조광ILI
A005430,한국공항
A335890,비올
A090740,아이엠이연이
A067570,엔브이에이치코리아
A009070,KCTC
A117670,알파홀딩스
A080720,한국유니온제약
A083550,케이엠
A041920,메디아나
A003460,유화증권
A264660,씨앤지하이테크
A065150,MP그룹
A054220,비츠로시스
A170920,엘티씨
A042510,라온시큐어
A182360,큐브엔터
A106520,디지탈옵틱
A204620,글로벌텍스프리
A006740,영풍제지
A038060,루멘스
A024900,덕양산업
A258610,이더블유케이
A026150,특수건설
A078890,가온미디어
A014570,고려제약
A109960,에이프로젠 H&G
A036560,영풍정밀
A010600,웰바이오텍
A005710,대원산업
A225220,제놀루션
A069540,라이트론
A261200,덴티스
A062860,티엘아이
A075180,새론오토모티브
A014580,태경비케이
A043650,국순당
A015710,코콤
A085310,엔케이
A119830,아이텍
A200470,에이팩트
A066130,하츠
A058630,엠게임
A347770,핌스
A005990,매일홀딩스
A069510,에스텍
A001380,SG충방
A036090,위지트
A009190,대양금속
A002710,TCC스틸
A001750,한양증권
A024950,삼천리자전거
A208140,정다운
A009440,KC그린홀딩스
A038070,서린바이오
A060370,KT서브마린
A032560,황금에스티
A048910,대원미디어
A019660,글로본
A244920,에이플러스에셋
A100840,S&TC
A007330,푸른저축은행
A126600,코프라
A057030,YBM넷
A060240,룽투코리아
A060850,영림원소프트랩
A900250,크리스탈신소재
A038870,에코바이오
A072470,우리산업홀딩스
A064800,젬백스링크
A317240,TS트릴리온
A307930,컴퍼니케이
A008250,이건산업
A090470,제이스텍
A083640,인콘
A000890,보해양조
A053690,한미글로벌
A038530,골드퍼시픽
A078140,대봉엘에스
A012160,영흥
A013990,아가방컴퍼니
A004650,창해에탄올
A011090,에넥스
A007680,대원
A014530,극동유화
A318410,비비씨
A046120,오르비텍
A046940,우원개발
A009200,무림페이퍼
A297890,엘이티
A256150,한독크린텍
A042520,한스바이오메드
A010820,퍼스텍
A900310,컬러레이
A020710,시공테크
A038680,에스넷
A036710,심텍홀딩스
A303030,지니틱스
A025440,대성엘텍
A217500,러셀
A044960,이글벳
A032860,글로스퍼랩스
A129260,인터지스
A099750,이지케어텍
A004830,덕성
A237820,플레이디
A137940,넥스트아이
A021050,서원
A143540,영우디에스피
A264900,크라운제과
A192250,케이사인
A056700,신화인터텍
A095910,에스에너지
A104620,노랑풍선
A057540,옴니시스템
A023000,삼원강재
A006140,피제이전자
A950140,잉글우드랩
A073110,엘엠에스
A010960,삼호개발
A158430,아톤
A063440,SM Life Design
A250000,보라티알
A089790,제이티
A066900,디에이피
A003720,삼영화학
A078000,텔코웨어
A071970,STX중공업
A012600,센트럴인사이트
A011810,STX
A060230,이그잭스
A263800,데이타솔루션
A124500,아이티센
A043220,에이치엘비파워
A052670,제일바이오
A092440,기신정기
A134790,시디즈
A002140,고려산업
A274090,켄코아에어로스페이스
A023460,CNH
A088390,이녹스
A001290,상상인증권
A003650,미창석유
A040160,누리텔레콤
A267290,경동도시가스
A290740,액트로
A000220,유유제약
A224060,코디엠
A217480,에스디생명공학
A198440,고려시멘트
A056730,포스링크
A054090,삼진엘앤디
A214270,퓨쳐스트림네트웍스
A234300,에스트래픽
A009620,삼보산업
A035620,바른손이앤에이
A058850,KTcs
A131400,액트
A016250,SGC이테크건설
A037030,파워넷
A041650,상신브레이크
A001550,조비
A036670,KCI
A034590,인천도시가스
A095500,미래나노텍
A052790,액토즈소프트
A223250,드림씨아이에스
A021080,에이티넘인베스트
A053160,프리엠스
A058430,포스코강판
A305090,마이크로디지탈
A005360,모나미
A053590,한국테크놀로지
A215790,이노인스트루먼트
A036010,아비코전자
A024910,경창산업
A004080,신흥
A119850,지엔씨에너지
A065710,서호전기
A005110,한창
A002360,SH에너지화학
A001020,페이퍼코리아
A002230,피에스텍
A008600,윌비스
A164060,이루다
A194370,제이에스코퍼레이션
A016740,두올
A015230,대창단조
A033130,디지틀조선
A024060,흥구석유
A006340,대원전선
A002600,조흥
A043200,파루
A327260,메탈라이프
A046390,삼화네트웍스
A289010,아이스크림에듀
A027970,세하
A241520,DSC인베스트먼트
A006050,국영지앤엠
A010100,한국프랜지
A022220,정산애강
A031820,콤텍시스템
A071280,로체시스템즈
A010240,흥국
A083500,에프엔에스테크
A178780,유테크
A049480,오픈베이스
A000500,가온전선
A069920,아이에스이커머스
A011330,유니켐
A056360,코위버
A036690,코맥스
A124560,태웅로직스
A019770,서연탑메탈
A094840,슈프리마에이치큐
A227840,현대코퍼레이션홀딩스
A039830,오로라
A242040,나무기술
A145210,세화아이엠씨
A005750,대림B&Co
A007280,한국특수형강
A043290,케이맥
A007980,태평양물산
A219130,타이거일렉
A008290,원풍물산
A058860,KTis
A006980,우성사료
A060310,3S
A033830,티비씨
A293580,나우IB
A229000,젠큐릭스
A072990,에이치시티
A221840,하이즈항공
A002870,신풍제지
A036170,클라우드에어
A000300,대유플러스
A035000,지투알
A006910,보성파워텍
A006090,사조오양
A047770,코데즈컴바인
A040610,SG&G
A215380,우정바이오
A065060,지엔코
A073570,WI
A322180,티라유텍
A117730,티로보틱스
A019440,세아특수강
A042500,링네트
A033230,인성정보
A009300,삼아제약
A014710,사조씨푸드
A005870,휴니드
A101330,모베이스
A036260,이매진아시아
A226440,한송네오텍
A015540,쎌마테라퓨틱스
A092600,앤씨앤
A000650,천일고속
A071460,위니아딤채
A014200,광림
A142210,유니트론텍
A097800,윈팩
A150900,파수
A002200,한국수출포장
A017040,광명전기
A000910,유니온
A238200,비피도
A065560,녹원씨엔아이
A040420,정상제이엘에스
A050760,에스폴리텍
A193250,와이제이엠게임즈
A037350,성도이엔지
A013000,세우글로벌
A208860,엔지스테크널러지
A000040,KR모터스
A155660,DSR
A016600,큐캐피탈
A225190,삼양옵틱스
A222110,팬젠
A088130,동아엘텍
A263020,디케이앤디
A064850,에프앤가이드
A013720,청보산업
A017650,대림제지
A123410,코리아에프티
A198080,엔피디
A225330,씨엠에스에듀
A053350,이니텍
A010040,한국내화
A024880,케이피에프
A014990,인디에프
A252500,세화피앤씨
A065510,휴비츠
A047080,한빛소프트
A246690,TS인베스트먼트
A195500,마니커에프앤지
A174880,장원테크
A007590,동방아그로
A069110,코스온
A003080,성보화학
A270520,지엔원에너지
A064240,홈캐스트
A004870,티웨이홀딩스
A019010,베뉴지
A036640,HRS
A217620,디딤
A140670,알에스오토메이션
A051380,피씨디렉트
A086670,비엠티
A308100,까스텔바작
A033100,제룡전기
A008260,NI스틸
A123570,이엠넷
A222420,쎄노텍
A006370,대구백화점
A170790,파이오링크
A031510,오스템
A171090,선익시스템
A016090,대현
A018700,바른손
A043260,성호전자
A032790,엠젠플러스
A092780,동양피스톤
A033170,시그네틱스
A006580,대양제지
A002920,유성기업
A133750,메가엠디
A024120,KB오토시스
A093190,빅솔론
A025620,제이준코스메틱
A025550,한국선재
A005800,신영와코루
A065370,위세아이텍
A900100,뉴프라이드
A079190,EMW
A115440,우리넷
A016790,현대사료
A078860,아이오케이
A273060,와이즈버즈
A003610,방림
A104040,대성파인텍
A032940,원익
A090410,덕신하우징
A196300,애니젠
A047560,이스트소프트
A083660,CSA 코스믹
A032980,바이온
A290120,대유에이피
A081150,티플랙스
A037370,EG
A088910,동우팜투테이블
A058730,다스코
A094940,푸른기술
A043340,에쎈테크
A105840,우진
A089530,에이티세미콘
A032750,삼진
A001810,무림SP
A173940,에프엔씨엔터
A024800,유성티엔에스
A228340,동양파일
A017370,우신시스템
A009310,참엔지니어링
A215100,로보로보
A050090,휘닉스소재
A089150,케이씨티
A023770,플레이위드
A052860,아이앤씨
A009780,엠에스씨
A250060,모비스
A005190,동성화학
A096690,에이루트
A318010,팜스빌
A189980,흥국에프엔비
A138690,엘아이에스
A226340,본느
A100220,비상교육
A049430,코메론
A018680,서울제약
A045060,오공
A258790,소프트캠프
A001140,국보
A123010,아이에이네트웍스
A014440,영보화학
A313760,윌링스
A026940,부국철강
A016670,포비스티앤씨
A149980,하이로닉
A033560,블루콤
A318000,한국바이오젠
A109860,동일금속
A089850,유비벨록스
A041440,에버다임
A009180,한솔로지스틱스
A219550,MP한강
A004450,삼화왕관
A255220,SG
A016880,웅진
A133820,화인베스틸
A150840,인트로메딕
A049520,유아이엘
A171010,램테크놀러지
A258830,세종메디칼
A049720,고려신용정보
A093520,매커스
A100660,서암기계공업
A039020,이건홀딩스
A105330,케이엔더블유
A272110,케이엔제이
A023350,한국종합기술
A023440,제일제강
A042110,에스씨디
A001080,만호제강
A219420,링크제니시스
A014130,한익스프레스
A094820,일진파워
A092300,현우산업
A076080,웰크론한텍
A123840,한일진공
A054630,에이디칩스
A096350,대창솔루션
A004910,조광페인트
A250930,예선테크
A036480,대성미생물
A027830,대성창투
A222810,마이더스AI
A102210,해덕파워웨이
A214680,디알텍
A294630,서남
A021820,세원정공
A008800,행남사
A225430,케이엠제약
A104200,NHN벅스
A101240,씨큐브
A079970,투비소프트
A052900,KMH하이텍
A043910,자연과환경
A177830,파버나인
A066670,디스플레이텍
A004780,대륙제관
A065620,제낙스
A299170,더블유에스아이
A246960,이노테라피
A286750,나노브릭
A083650,비에이치아이
A003310,대주산업
A322780,코퍼스코리아
A111110,호전실업
A007370,진양제약
A041020,인프라웨어
A038950,파인디지털
A187220,디티앤씨
A013360,일성건설
A065570,삼영이엔씨
A053620,태양
A049630,재영솔루텍
A053270,구영테크
A039010,현대통신
A317870,엔바이오니아
A114630,우노앤컴퍼니
A023810,인팩
A130500,GH신소재
A011080,형지I&C
A039420,케이엘넷
A092460,한라IMS
A024890,대원화성
A131100,스카이이앤엠
A050120,라이브플렉스
A263810,상신전자
A018620,우진비앤지
A038340,UCI
A036000,예림당
A078350,한양디지텍
A103840,우양
A069730,DSR제강
A004410,서울식품
A005670,푸드웰
A009770,삼정펄프
A016920,카스
A064520,바른전자
A073540,에프알텍
A095270,웨이브일렉트로
A153490,우리이앤엘
A277070,린드먼아시아
A147760,마이크로프랜드
A267790,배럴
A067010,이씨에스
A090080,평화산업
A006660,삼성공조
A008420,문배철강
A105550,트루윈
A002680,한탑
A004090,한국석유
A230980,에이트원
A033340,좋은사람들
A052300,W홀딩컴퍼니
A000850,화천기공
A080470,성창오토텍
A005860,한일사료
A205500,액션스퀘어
A060540,에스에이티
A010470,오리콤
A011690,유양디앤유
A052600,한네트
A012320,경동인베스트
A131760,파인텍
A051780,큐로홀딩스
A097870,효성오앤비
A203450,유니온커뮤니티
A004590,한국가구
A169330,엠브레인
A080520,오디텍
A008870,금비
A019590,엠벤처투자
A016100,리더스코스메틱
A101170,우림기계
A020180,대신정보통신
A021650,한국큐빅
A001560,제일연마
A037400,우리조명
A221610,자안
A069410,엔텔스
A054180,메디콕스
A084670,동양고속
A204630,스튜디오산타클로스
A042940,상지카일룸
A032680,소프트센
A054540,삼영엠텍
A126640,화신정공
A090370,메타랩스
A000590,CS홀딩스
A066360,체리부로
A012170,키위미디어그룹
A003010,혜인
A063760,이엘피
A222980,한국맥널티
A032800,판타지오
A139050,데일리블록체인
A025820,이구산업
A218150,미래생명자원
A039670,한류타임즈
A226400,오스테오닉
A099520,ITX-AI
A131090,시큐브
A339950,아이비김영
A204840,지엘팜텍
A062970,피피아이
A900340,윙입푸드
A075130,플랜티넷
A031860,엔에스엔
A307180,아이엘사이언스
A091970,나노캠텍
A017480,삼현철강
A080010,이상네트웍스
A059210,메타바이오메드
A238120,얼라인드
A110020,전진바이오팜
A011560,세보엠이씨
A079950,인베니아
A059120,아진엑스텍
A014190,원익큐브
A053260,금강철강
A024840,KBI메탈
A115500,케이씨에스
A264850,이랜시스
A031310,아이즈비전
A115310,인포바인
A019180,티에이치엔
A027040,서울전자통신
A075970,동국알앤에스
A006570,대림통상
A023150,MH에탄올
A123700,SJM
A039610,화성밸브
A069460,대호에이엘
A017510,세명전기
A045510,정원엔시스
A300080,플리토
A900290,GRT
A066410,버킷스튜디오
A078650,코렌
A044480,경남바이오파마
A038010,제일테크노스
A021040,대호피앤씨
A024740,한일단조
A010280,쌍용정보통신
A154030,아시아종묘
A154040,솔루에타
A263920,블러썸엠앤씨
A091340,S&K폴리텍
A041590,젬백스지오
A263860,지니언스
A311390,네오크레마
A111820,지와이커머스
A010770,평화홀딩스
A317770,슈프리마아이디
A189690,포시에스
A290660,네오펙트
A033250,체시스
A052460,아이크래프트
A010400,우진아이엔에스
A147830,제룡산업
A096640,멜파스
A115480,씨유메디칼
A099440,스맥
A005010,휴스틸
A003780,진양산업
A038110,에코플라스틱
A100030,모바일리더
A078940,코드네이처
A037760,쎄니트
A049550,잉크테크
A101930,인화정공
A108860,셀바스AI
A046310,백금T&A
A050860,아세아텍
A204020,그리티
A019540,일지테크
A025560,미래산업
A007120,미래아이앤지
A073010,케이에스피
A071850,캐스텍코리아
A087600,픽셀플러스
A257370,명성티엔에스
A007610,선도전기
A128660,피제이메탈
A024850,피에스엠씨
A196450,디오스텍
A096610,알에프세미
A181340,이즈미디어
A127710,아시아경제
A027580,상보
A038620,위즈코프
A046110,한일네트웍스
A317830,에스피시스템스
A073070,에이팸
A037440,희림
A011300,성안
A048770,TPC
A002820,선창산업
A010660,화천기계
A000950,전방
A220180,핸디소프트
A044380,주연테크
A138070,신진에스엠
A192410,감마누
A119500,포메탈
A064090,에프앤리퍼블릭
A115530,씨엔플러스
A134060,이퓨쳐
A246720,아스타
A072770,율호
A011700,한신기계
A056000,네스엠
A320000,윈텍
A001000,신라섬유
A227610,아우딘퓨쳐스
A002290,삼일기업공사
A001620,케이비아이동국실업
A002220,한일철강
A049800,우진플라임
A069140,누리플랜
A297570,알로이스
A122690,서진오토모티브
A290270,휴네시온
A177350,베셀
A024070,WISCOM
A007630,폴루스바이오팜
A067770,세진티에스
A073190,듀오백
A094970,제이엠티
A332370,아이디피
A130740,티피씨글로벌
A025530,SJM홀딩스
A254120,자비스
A017000,신원종합개발
A215480,토박스코리아
A141070,맥스로텍
A048470,대동스틸
A008370,원풍
A003680,한성기업
A006920,모헨즈
A051630,진양화학
A109070,컨버즈
A208370,셀바스헬스케어
A234920,자이글
A000440,중앙에너비스
A039980,리노스
A140520,대창스틸
A028080,휴맥스홀딩스
A098120,마이크로컨텍솔
A085810,알티캐스트
A900070,글로벌에스엠
A049830,승일
A221980,케이디켐
A072130,유엔젤
A024830,세원물산
A025870,신라에스지
A128540,에코캡
A060260,뉴보텍
A123750,알톤스포츠
A168330,내츄럴엔도텍
A067920,이글루시큐리티
A101000,상상인인더스트리
A319400,엔에이치스팩14호
A900120,씨케이에이치
A053290,NE능률
A018470,조일알미늄
A190650,코리아에셋투자증권
A085670,뉴프렉스
A213090,미래테크놀로지
A046070,코다코
A053050,지에스이
A039240,경남스틸
A032080,아즈텍WB
A019570,리더스 기술투자
A173130,오파스넷
A079650,서산
A039310,세중
A054040,한국컴퓨터
A076610,해성옵틱스
A088790,진도
A900270,헝셩그룹
A277410,인산가
A279600,미디어젠
A014100,메디앙스
A018500,동원금속
A036620,버추얼텍
A046970,우리로
A060300,레드로버
A106080,하이소닉
A043090,큐브앤컴퍼니
A008110,대동전자
A081580,성우전자
A045300,성우테크론
A006880,신송홀딩스
A008470,부스타
A007530,영신금속
A900280,골든센츄리
A086060,진바이오텍
A310200,애니플러스
A090150,광진윈텍
A019990,에너토크
A066790,씨씨에스
A004100,태양금속
A035200,프럼파스트
A066910,손오공
A000760,이화산업
A035290,더블유에프엠
A054940,엑사이엔씨
A101730,조이맥스
A900260,로스웰
A032960,동일기연
A309930,오하임아이엔티
A182690,테라셈
A099410,동방선기
A208710,바이오로그디바이스
A021880,메이슨캐피탈
A030350,드래곤플라이
A067730,로지시스
A064480,브리지텍
A109080,옵티시스
A051390,YW
A032540,TJ미디어
A002690,동일제강
A131180,딜리
A032580,피델릭스
A054930,유신
A093640,다믈멀티미디어
A005820,원림
A114190,강원
A050320,아래스
A080530,코디
A208350,지란지교시큐리티
A006200,한국전자홀딩스
A007770,한일화학
A011230,삼화전자
A049120,파인디앤씨
A009140,경인전자
A085910,네오티스
A069640,한세엠케이
A072950,빛샘전자
A214310,세미콘라이트
A070590,한솔인티큐브
A065440,이루온
A029480,릭스솔루션
A064510,에코마이스터
A065770,CS
A030720,동원수산
A212560,네오오토
A086250,이노와이즈
A136510,쎄미시스코
A153460,네이블
A060480,국일신동
A082660,코스나인
A317850,대모
A025880,케이씨피드
A065420,에스아이리소스
A079000,와토스코리아
A065690,파커스
A059100,아이컴포넌트
A011420,갤럭시아에스엠
A009810,엔케이물산
A024940,PN풍년
A237750,피앤씨테크
A071950,코아스
A005030,부산주공
A093380,풍강
A019490,하이트론
A079170,한창산업
A084180,수성
A012620,원일특강
A187790,나노
A014910,성문전자
A049470,SGA
A900300,오가닉티코스메틱
A043710,서울리거
A023790,동일철강
A175140,인포마크
A048830,엔피케이
A054300,팬스타엔터프라이즈
A035460,기산텔레콤
A071090,하이스틸
A101390,아이엠
A184230,SGA솔루션즈
A217190,제너셈
A056090,유앤아이
A010420,한솔PNS
A275630,에스에스알
A223310,경남제약헬스케어
A084870,TBH글로벌
A225590,패션플랫폼
A033050,제이엠아이
A010640,진양폴리
A159910,스킨앤스킨
A323230,엠에프엠코리아
A263540,샘코
A001210,금호전기
A015260,에이엔피
A008830,대동기어
A083470,이엠앤아이
A070300,엑스큐어
A192390,윈하이텍
A032280,삼일
A115570,스타플렉스
A043590,크로바하이텍
A197140,디지캡
A026040,제이에스티나
A052770,아이톡시
A001770,신화실업
A121850,코이즈
A060380,동양에스텍
A001420,태원물산
A044780,에이치케이
A036180,지더블유바이텍
A026910,광진실업
A045890,GV
A017250,인터엠
A091440,텔레필드
A189860,서전기전
A317530,캐리소프트
A053110,소리바다
A187270,신화콘텍
A134580,디엠티
A123330,제닉
A054410,케이피티유
A039740,한국정보공학
A098660,에스티오
A015020,이스타코
A003280,흥아해운
A161570,THE MIDONG
A900110,이스트아시아홀딩스
A020400,대동금속
A114120,크루셜텍
A101400,엔시트론
A196700,웹스
A087730,이엠네트웍스
A066430,와이오엠
A033110,코너스톤네트웍스
A009730,코센
A101670,코리아에스이
A066110,한프
A103230,에스앤더블류
A002420,세기상사
A191410,육일씨엔에쓰
A033430,디에스티
A900080,에스앤씨엔진그룹
A096870,엘디티
A113810,디젠스
A043360,디지아이
A227100,디자인
A043100,솔고바이오
A004920,씨아이테크
A127160,매직마이크로
A058450,일야
A053660,현진소재
A058530,슈펙스비앤피
A008500,일정실업
A044180,KD
A039230,에이아이비트
A053060,세동
A010580,지코
A287410,유안타제3호스팩
A115610,이미지스
A025890,한국주강
A141020,포티스
A160600,이큐셀
A291230,삼성스팩2호
A307280,교보8호스팩
A323940,케이비제18호스팩
A215090,이디티
A359090,엔에이치스팩17호
A050540,한국코퍼레이션
A033790,스카이문스테크놀로지
A340360,유안타제6호스팩
A101680,한국정밀기계
A052190,이에스에이
A328380,미래에셋대우스팩3호
A342550,케이비제20호스팩
A028040,미래SCI
A069330,유아이디
A367340,DB금융스팩8호
A336060,유안타제5호스팩
A340350,SK6호스팩
A336570,대신밸런스제8호스팩
A317030,케이비17호스팩
A367460,유안타제7호스팩
A355150,교보10호스팩
A351340,IBKS제13호스팩
A332290,대신밸런스제7호스팩
A317320,한화에스비아이스팩
A353490,미래에셋대우스팩 5호
A058220,아리온
A038160,팍스넷
A340120,하이제5호스팩
A307070,SK4호스팩
A333050,신한제6호스팩
A353060,에이치엠씨제5호스팩
A341160,하나금융15호스팩
A307160,하나머스트제6호스팩
A313750,유안타제4호스팩
A368770,한국9호스팩
A340440,한화플러스제1호스팩
A307870,상상인이안1호스팩
A033600,럭슬
A365590,엔에이치스팩18호
A226350,아이엠텍
A351320,IBKS제14호스팩
A332710,하나금융14호스팩
A353190,엔에이치스팩16호
A333430,미래에셋대우스팩4호
A337450,SK5호스팩
A330990,케이비제19호스팩
A344050,신영스팩6호
A353070,에이치엠씨제4호스팩
A369370,대신밸런스제9호스팩
A058420,제이웨이
A195440,퓨전
A343510,하나금융16호스팩
A331380,유진스팩5호
A331520,교보9호스팩
A310840,엔에이치스팩13호
A329560,상상인이안제2호스팩
A311270,키움제5호스팩
A323280,신영스팩5호
A349720,이베스트스팩5호
A321260,유진스팩4호
A310870,한국제8호스팩
A121890,에스디시스템
A114570,지스마트글로벌
A335870,IBKS제12호스팩
A080440,에스제이케이
A323210,이베스트이안스팩1호
A347140,케이프이에스제4호
A158310,스타모빌리티
A375500,DL이앤씨
